名字,正文,时间,text_result
"
九天道2015",新型肺炎，希望能接触患者的医务工作者，专家教授，一定要重视两味中药的运用，第一牛黄，第二马兜铃。希望看到我微博的朋友能广泛传播此正能量。 ?????? ,20191208-20200122,
"
翡翠森林与黑鸟",中国不少名人恐怕也是他们的狗腿子，毫无道理的反华反共，比如袁立，一面做慈善掩人耳目，一面黑政府，黑中国人，宣传基督教，信基督教是要上税的，收入的十分之一要交给组织。很多人说她被洗脑了，其实人家明白着呢，知道自己老板是谁，在非常努力的完成组织交代的任务。 ,20191208-20200122,
"
Sstaceyy",无脑喷尽管骂 爱对号入座你入座 ,20191208-20200122,
"
翡翠森林与黑鸟",应该不是，希拉里克林顿夫妇才是，当初要推希拉里上台的，结果被疯疯癫癫的特不靠谱反杀，但是即便特不靠谱上台，他也要妥协于共济会，不然恐怕和爱泼斯坦一样小命不保。 ,20191208-20200122,
"
QG嗨皮必胜",你看见了么，耳听为虚，眼见为实吧。美国说有就有？说不定就是怕别人怀疑，故意搞出来一个病例。害人之心不可有，防人之心不可无。还是小心点好 ,20191208-20200122,
"
阿廖沙和娜塔沙永远相伴",人数情况啥的之前有过隐瞒的事实，但是病毒的原因，那是肯定和吃野味的人离不开，sars就是这样，就那么巧从广东发生，这次又同样是野味市场， ,20191208-20200122,
"
二月-十六",大哥，我没说信这个吧？我只是想说官方的消息也不一定就是事实，服了 ,20191208-20200122,
"
E打回原形啊",一群不会用大脑思考的民族主义者罢了 ,20191208-20200122,
"
Mr--pop",朋友，麻烦您去查一查，或者看看我说的石正丽研究院的报告 ,20191208-20200122,
"
翡翠森林与黑鸟",他们的标志是圆规加尺子。美联储，美元是共济会控制的，特朗和美联储就不和，经常公开嘴炮。 ,20191208-20200122,
"
想被外星人抓走",非典源头并未确定 多查查官方信息吧 ,20191208-20200122,
"
灰豆子奶茶",有意思 ,20191208-20200122,
"
幕山大叔",你说的对，现在给你炸药包去炸美国 ,20191208-20200122,
"
Mztc静临汐言",武汉去的亚裔，亚马逊员工，报告说美国那个48小时后就能出院 ,20191208-20200122,
"
翡翠森林与黑鸟",以前有块石碑被爆出来，大约就是最近一百年要完成的计划，其中多项已经实现了。这只是上面的一条，现在网上搜不到了，可能被和谐了吧，高晓松节目里提过他朋友是共济会的。评论里有人提到美国流感是中国的报复，这个就很荒谬了。共济会是没有国界的，吸纳全球精英为其服务，美国老百姓的死活他们不关心 ,20191208-20200122,
"
水箭龟的蛋糕",再说了，美国如果真做出这种反全人类的东西，别说我们国人了，全世界都会唾弃他们这种行为的，香港反动就是例子，全世界发出了多少反对他们的声音，看看就知道了 ,20191208-20200122,
"
水箭龟的蛋糕",就这么说吧，要是美国真有本事搞出那种只针对华人这一特定人群的病毒，那他们的科技医学水平已经超过我们太多太多了，束手就擒吧，还和人家斗啥呀斗的 ,20191208-20200122,
"
Frank子垚",@灰豆子奶茶 ,20191208-20200122,
"
VIOXXHUG",细思极恐 ,20191208-20200122,
"
wait07725",你知道艾跃进是谁吗？ ,20191208-20200122,
"
脏脏呢-",@阿雲萬事屋 我做梦梦到这个巧合前两天 ,20191208-20200122,
"
zgijdbnrj",别带节奏????大事前????不要自我妄自菲薄就断言??????相信阿中。 ,20191208-20200122,
"
菜鸟骑牛",死的都是老弱病残，我费那么大劲要干死的也是年轻体壮的啊，哪本军事教科书写的打仗是干死对方老年人的，这都啥破玩意 ,20191208-20200122,
"
Couple65",其实我们百姓应该居安思危 ,20191208-20200122,
"
土豆小土豆哇",也是武汉回来的 ,20191208-20200122,
"
璐er路",@严启芃Fitness ,20191208-20200122,
"
CoolKidsCantDie",你看看张召忠讲的基因武器可以做到定点清除萨达姆家族不是玩笑。还有癌症不攻克所带来的利益关系比你想的复杂， 你的思维太被教育的太狭隘，什么都是不可能。 ,20191208-20200122,
"
GOINGDOWNPLEASE",就跟流感一样，当地土著人没得过没抗体，所以只要一有就可以灭族，别胡说八道什么威胁论了 ,20191208-20200122,
"
翡翠森林与黑鸟",共济会不代表美帝，美帝内部也错综复杂，但是它控制着美国的金融，政治，经济，科技等方面，美帝的精英阶层大都是他的狗腿子，中国也有不少他们的狗腿子。 ,20191208-20200122,
"
小柒16128",自信点，把希望那俩字去掉！ ,20191208-20200122,
"
Sicily__y",@Episode-- ,20191208-20200122,
"
Jessica丶柴",让咱们的感染者去美国，大批量的去，霍霍死他们 ,20191208-20200122,
"
植草之心",我大学教授之前也讲过这个，确实有很大的可能性只是没有直接证据 ,20191208-20200122,
"
你看是场梦",像这种的顺便举报散布病毒感染不实言论 ,20191208-20200122,
"
Aka-Demo029",为啥美国也有个确诊病历，，美国人。。。 ,20191208-20200122,
"
毛毛雨一叶东来",顽强，聪明，勤劳，团结，基本结合人类所有优点，正面干不过， 那些智商比中华民族低的当然只能使坏了，所以中国最后一战就是用阳谋战胜阴谋国家，否定阴谋的人是又坏又蠢。 ,20191208-20200122,
"
喜欢五仁的小炮兵",05年就查证了寄生在蝙蝠身上好吗 ,20191208-20200122,
"
Monste678",美国不是也有疫情吗 死6600多人了 ,20191208-20200122,
"
Hagen唔系肥仔",绝对不是巧合 ,20191208-20200122,
"
men嘎嘎",蹲 ,20191208-20200122,
"
堕落的人族王子", 这扯淡了吧，新肺炎没国界啊，美国也有案例了 ,20191208-20200122,
"
物流老兵-老玖",口型都对不上，为什么要这么传谣 ,20191208-20200122,
"
小雯爱吃土沙",@清瑤清瑤 ,20191208-20200122,
"
Kent886",把证据公布出来吧 ,20191208-20200122,
"
墙头上看星辰wink",美国也有乙型流感 ,20191208-20200122,
"
hellooyuki_ahp",之前有看到，日本侵略中国在中国做人体实验的数据跟美国是共享的。 害人之心不可有 防人之心不可无 ,20191208-20200122,
"
嘘寒问暖不如打笔巨款·",@本羁馬 ,20191208-20200122,
"
Peter-Guoguo",已举报 ,20191208-20200122,
"
amjgjtplwmjt",@想要及时行乐的小雷宝 ,20191208-20200122,
"
笑面树骑士Lyanna",真tm笑死我了 ,20191208-20200122,
"
大都麻麻美少女",@小都粑粑臭猪 ,20191208-20200122,
"
偶然相遇的微博",制造个假想敌给你们！ ,20191208-20200122,
"
喜欢抱佛脚",你又知道了？ ,20191208-20200122,
"
一个彭于晏都得不到的女人",是乙型流感 ,20191208-20200122,
"
无奈的一笑了之",脑子是个好东西 ,20191208-20200122,
"
随我婆娑",不是巧合你告诉我是什么！！！ ,20191208-20200122,
"
TRN-雷斯林",美国自己都流行病死了多少人了，真会瞎扯 ,20191208-20200122,
"
手工香薰工作室",脑洞也是够大得的，美国人难道是外星人不住在地球吗 ,20191208-20200122,
"
简而言之我就这样",特朗普都已经准备好应对方案了，这么一想，世界没什么不可能。 ,20191208-20200122,
"
TRZXPT",去年没人吃，前年不过年，中国只有春节一个节日？只有春节客运量大，感情中国人是今年才开始吃的 ,20191208-20200122,
"
黑人不是双少",又来了又来了？？？？？？？？？ ,20191208-20200122,
"
青椒蕃茄poi",人身攻击就看出来智商不怎么样。 ,20191208-20200122,
"
简而言之我就这样",细思恐极 ,20191208-20200122,
"
翻个大跟斗",确实只是个巧合…因为老美一直在打仗……你这个伪命题啊 ,20191208-20200122,
"
tkhsnnxk",不是数据的问题呀?美国想要自己分析数据也有有个采集基因样本的入手方式吧?各地人种基因肯定是有差异的 ,20191208-20200122,
"
毛毛雨一叶东来",否定阴谋存在的，本身就是阴谋。 ,20191208-20200122,
"
菜鸟骑牛",作为一个军事家，研究军事的，什么阴谋论都要推演，希望普通民众还是看懂亮剑最后那集再来这里讨论。但是学术推演是学术推演，不能代替事实，更不能让学术推演变成谣言 ,20191208-20200122,
"
Imniubility19103",当年又不是专门带过去的= = ,20191208-20200122,
"
呆眼观天",哈哈哈哈哈哈哈哈，这层楼笑死我了 ,20191208-20200122,
"
tianyaguoke1931",艾跃进教授不是在48岁就肝癌去世了吗？ ,20191208-20200122,
"
金刀王",持绿卡的 华人…?? ,20191208-20200122,
"
小糖豆儿他老爸",凡事讲证据，不然闭嘴。 ,20191208-20200122,
"
嗯是想给你一坨子",天灾和人祸还是有区别的。 ,20191208-20200122,
"
末北林",基因导弹 ,20191208-20200122,
"
漫步云端lllllllll",这次也是美国针对中国的 ,20191208-20200122,
"
熙昔酱",那种东西会传染吗？但一个病毒能到处传染，还不传染某一特定人种的话，你不觉得很可疑吗？ ,20191208-20200122,
"
为了SCI",zf会告诉你全部吗，会公开翻脸吗，你好蠢啊我的天 ,20191208-20200122,
"
毛毛雨一叶东来",明明是你说的，又赖中国人头上。 ,20191208-20200122,
"
己所欲不施于人",这智商 ,20191208-20200122,
"
中山堂-朱",猴子派来的 ,20191208-20200122,
"
龙蛇罗超",为什么没人怀疑伊朗 ,20191208-20200122,
"
有待youdai",都0202年了，为什么到现在还有人相信阴谋论？ ,20191208-20200122,
"
喵喵巫wu",怎么都和美国有关啊 ,20191208-20200122,
"
啦把啦啦啦啦",艾跃进，马克思主义理论家，南开大学教授，军事学军事思想专业硕士研究生导师。著名演讲家，天津市国学研究会副会长。 权威人士如果没有实打实的证据，会在公开场合发表这种言论吗？你以为你微信群里转发谣言呢？ ,20191208-20200122,
"
米瑞噻",@1918文杰 ,20191208-20200122,
"
爱吃辣不吃糖",我觉得你有病 ,20191208-20200122,
"
探路不畏惧料峭春寒",本来别人就在搜集中国基因库，不提高警惕早晚的事，无论什么立场现在控制疫情最重要 ,20191208-20200122,
"
晨光下的孤影6",傻子 ,20191208-20200122,
"
空心大萝卜Q",不一定要是官兵啊，来到武汉就可以 ,20191208-20200122,
"
神级竞技场", 他病逝是美国害的吧，呵呵 ,20191208-20200122,
"
苏将军不是Belpois",不吃野味？？？美国人那历史有中国悠久？进化都不完全的东西天天吃半生不熟的，你跟这洗什么呢？跪久了站不起来了吧？ ,20191208-20200122,
"
天的岸的彼端",北京夏天有五十度？当年非典就是天气转暖自动消失的，你个憨批 ,20191208-20200122,
"
是两粒啊",打扰了，我想问一下这个计划在哪里看的？共济会他们会发公告吗？ ,20191208-20200122,
"
季微明",这不过是国人对美国的调侃，你太认真了吧 ,20191208-20200122,
"
口口口啥",那为什么公开使馆被炸呢？ ,20191208-20200122,
"
Stella的畅想天地",@平淡安康幸运 看评论，细思甚恐！！ ,20191208-20200122,
"
小仙男的吐槽专用",这么不可思议的事情，，我居然信了！！我居然信了！！看博主的视频之后去查了一些资料，，巧合太多就不是巧合了，，现代战争真的可怕 ,20191208-20200122,
"
anyu2013",扯犊子 ,20191208-20200122,
"
Yirector",病毒经过筛选和变异可以只针对中国人 ,20191208-20200122,
"
正义终见光明",很有道理，武汉刚开完军运会就有了，为什么其他城市没有？ ,20191208-20200122,
"
疯桔子",美国忙着对付致命性乙型流感 ,20191208-20200122,
"
technocrat",打不过才不敢打呀 ,20191208-20200122,
"
口口口啥",笑死，战争在你嘴里这么儿戏？人民几句话就要开战？南斯拉夫使馆怎么不开战？太把自己当回事了吧 ,20191208-20200122,
"
AccioPistachio",@KKKKKKKFN ,20191208-20200122,
"
正义终见光明",真有可能 ,20191208-20200122,
"
闯入zhe",是他的声音，你多看看他的演讲就知道了。 ,20191208-20200122,
"
technocrat",公开了证据，人民肯定请求政府打美国啊，但是政府打不过，怎么办？只能让野味背锅 ,20191208-20200122,
"
zz微笑的鱼na",脑洞真大！ ,20191208-20200122,
"
口口口啥",你去看他其他的公开演讲视频就知道这个人是什么德行。另外公开证据就是撕破脸？ ,20191208-20200122,
"
与yu梦境为邻",法律小清新，你中国太爷爷觉得你不适合留在这，适合去日本，这种地方符合你的气质， ,20191208-20200122,
"
Mztc静临汐言",你们笑吧，12月8日第一例这个病的病人现在已经出院了，根本没吃过野味别人23岁在汉口火车站附近做小生意，只是每天骑车经过华南海鲜市场，据他回忆去过华南水果批发市场买过水果而已。有些来武汉出差的只是经过汉口火车站也感染病毒了，怎么解释呢？ ,20191208-20200122,
"
网霸少女祺萌萌",@XsMoao萝北 ,20191208-20200122,
"
hrqqq",阴谋论就是怎么都说的通 无法证实也无法反驳嘻 如果这能让我们吃野味的负罪感小一些的话 也好哇 ,20191208-20200122,
"
刘虾虾--",马桶堵了也怪美国 ,20191208-20200122,
"
卡卡genius",说别人同时反省一下自己，你有证据吗？ ,20191208-20200122,
"
黎明man",艾跃进，马克思主义理论家，无产阶级战士，南开大学教授，军事学军事思想专业硕士研究生导师。著名演讲家，天津市国学研究会副会长。于2016年4月21日22时18分在天津逝世，享年59岁。 ,20191208-20200122,
"
北欧新人",我爸说早些年外国人在中国农村，骗老人可以免费抽血检查身体。这些血液标本拿来做什么用， ,20191208-20200122,
"
卡卡genius",艾跃进起码说的有理有据，你们讽刺的起码也说出点上得了台面的东西啊 ,20191208-20200122,
"
不祥之刃卡特琳娜专家",问题是美国也没和伊朗处于战争状态啊 ,20191208-20200122,
"
与yu梦境为邻",你真是天真，不是杠你。就事论事，野味卖的也不止这一年，如果因为这个早停吃了，谁会冒着生命危险吃这些，多转转脑子，老弟， ,20191208-20200122,
"
Sgt-Jackson",为了培养民族仇恨是煞费苦心呢，诸位不应该从了他说的了吗？ ,20191208-20200122,
"
七太岁三岁半有点帅",博主不说我自己也有点怀疑 ,20191208-20200122,
"
李李爱旦旦",没文化，真可怕 ,20191208-20200122,
"
卡卡genius",这个是这个是锐星上面的视频，是给大学生看网课的，可信度应该是比较高的 ,20191208-20200122,
"
-不知所谓-_77767",这种事谁也不敢说，难道中央这样说这是美国针对中国的细菌战，官方没法这样说的，这种战争都是哑巴吃黄莲，有些东西没法搁在明面上， ,20191208-20200122,
"
Sgt-Jackson",我寻思着也没打啊 ,20191208-20200122,
"
李李爱旦旦",造谣一句话，辟谣跑断腿 ,20191208-20200122,
"
飘在天边的云你慢些走",摩托超载和挂票火车？ ,20191208-20200122,
"
小海洋啦",路过的都是一样的 ,20191208-20200122,
"
飘在天边的云你慢些走",这种猜测和推断也符合逻辑。国家也不能拿没实锤的东西去乱说不是 ,20191208-20200122,
"
爱卡农音乐",前边说的我都信了，但说到日本人都不死中国死，我喷了 ,20191208-20200122,
"
历史的墙上挂着矛和盾",美国已经确诊几个了 ,20191208-20200122,
"
海上内循环",@陆陆间循环 @海陆间循环· ,20191208-20200122,
"
观宏宇",那是因为别的国家不吃野味，连鸡爪子都不吃，还嘲笑中国吃这些，我们偏吃 ,20191208-20200122,
"
U-feel_27770",放点武汉人去美国传染他们去！ ,20191208-20200122,
"
是傩送了","武汉肺炎请把“远离武汉”“别出武汉""换成#武汉挺住，#武汉加油!谢谢人 ",20191208-20200122,
"
余老板与它的蒸汽波",给????爬 ,20191208-20200122,
"
隔壁家小王678",我就纳闷了 知道谁整的 干嘛不打 窝囊就是窝囊 别说一大局为重！ ,20191208-20200122,
"
虞强的id",那些阴谋论的想了解一下收益在哪？把武汉搞得封个城就能影响世界政治格局了？这是保密还要搞得天衣无缝，保证不会被中国间谍发现，如果发现中国等同于宣战. ,20191208-20200122,
"
没钱没钱爱学习",我她妈笑了 ,20191208-20200122,
"
坤喵儿-vivi",这顿乱分析是不是太搞笑了点 ,20191208-20200122,
"
成天笑X",是呀 唉 ,20191208-20200122,
"
有空一起出去",博主也只是猜测，没有肯定。 ,20191208-20200122,
"
birleezhang",美国打了你家的伊朗？张口就来？ ,20191208-20200122,
"
天的岸的彼端",这么多信的，微博本科率极低我信了 ,20191208-20200122,
"
这个事情描述起来复杂",砂比呦 ,20191208-20200122,
"
wyzwe",如果是真的话，而且这次也是基因战，那为什么十七年过去了我们又一次被感染了 ,20191208-20200122,
"
NMLGDBxx",是的，全世界都害你，自己的错为什么不承认，那几个搞野味的就是害了整个华夏的罪魁祸首 ,20191208-20200122,
"
成天笑X",希望有些人不要杠上开花 本来这只是我发表的看法 我没有持肯定态度 我爸也没有 只是吃饭的时候说了一嘴 我晚上还正好刷到了 这不巧了嘛 就说了一句 希望大家不要评论引战 实在没意思 好像每天不以自己的观点怼怼别人就全身不舒服 你确定你的观点就百分之百正确吗 得了吧 没有事是完全对的 何必自命清高 ,20191208-20200122,
"
天的岸的彼端",他们不会信的，微博本科率极低。只愿意相信自己的阴谋论，不相信科学家 ,20191208-20200122,
"
kkka打不到我吧",煽动人心倒是很强嘛，无语，自己犯的错别不承认，这次是野味的原因，当然全球气候变暖对病毒的传播和爆发也是很有关系的，毕竟暖冬 ,20191208-20200122,
"
天的岸的彼端",你就没想过是因为春节才开始大吃特吃野味？一帮憨批啊。国家都说了因为野味，还在这公然造谣，回头不防，又出事了，你们负责吧 ,20191208-20200122,
"
technocrat",中国实力孱弱，有证据也不敢公开啊，敢和美国彻底撕破脸吗？ ,20191208-20200122,
"
方法教到手路靠自己走",我看过蛮多抗日剧大部分都有那种日本人研究病毒注入中国人身体的剧情 ,20191208-20200122,
"
长的像叔的崽子",现在传播恐慌和谣言 不是蠢就是坏 ,20191208-20200122,
"
Lonely的VampireELENA熙茹",轉發微博 ,20191208-20200122,
"
technocrat",美国每年流感都死很多人，今年只是稍多一点，中国每年流感死好几万人 ,20191208-20200122,
"
夏洛克的狐狸",假话听多了反而信以为真，真话却未必有人信，毕竟说真话的人大多都会遭到迫害。 ,20191208-20200122,
"
天的岸的彼端",印度热，病毒怕热不怕冷。你个憨批 ,20191208-20200122,
"
天的岸的彼端",举报造谣一波走起，人心惶惶的时候为了热度公然造谣。国家都说了是野味。你这说不是，以后都不防，又出事了你负责 ,20191208-20200122,
"
Mztc静临汐言",非典也是冠状病毒这次病毒算是非典的近亲，科学研究还原传播途径是这样说的，实际情况我不知道，当事人才知道。 ,20191208-20200122,
"
technocrat",因为中国开始影响到美国的霸主地位了 ,20191208-20200122,
"
我只是受到内裤的怂恿了",是美国人拉的 ,20191208-20200122,
"
G3002小白白",逗死我了，理智对待问题，真就被人带一下节奏就跟着走呗？都是觉得自己比人院士懂的多？人书白读了呗，实验就白做了呗，十几年研究得出的结果就否定了呗 ,20191208-20200122,
"
Angus_Yan",果子狸被蝙蝠感染 然后人吃果子狸 ,20191208-20200122,
"
法海里的爱丽丝",我一直都觉得是美国干的 ,20191208-20200122,
"
小言喜欢光影呀",抖你??机灵，为了热度脸都不要了 ,20191208-20200122,
"
天的岸的彼端",打你妈了？伊朗没打起来啊 ,20191208-20200122,
"
成天笑X",我也没有万分肯定啊 说是有可能 你着急啥呢 ,20191208-20200122,
"
麻辣鸡爪加点爱",别他妈扯了，中国人就是戒不了这口野味，怪谁？能怪人美国人头上去 ,20191208-20200122,
"
technocrat",美国每年都有乙型流感，今年只是死得比去年稍多一些罢了 ,20191208-20200122,
"
血樱苏籽乄bd墨影冷魅38149",美国这样就不怕引火上身吗？ ,20191208-20200122,
"
肖-小小-",野味也是老美逼你们吃的吗 ,20191208-20200122,
"
晕哦也饿啊",不好意思噢～731是研究细菌的，细菌和病毒不一样噢～细菌是DNA病毒是RNA，难道说已经有病毒式细菌还是细菌式病毒？？？ ,20191208-20200122,
"
hillgh",可惜他老人家早逝了 ,20191208-20200122,
"
吕培Lvp",我以为只有我有这种想法，我一直觉得这种爆发性疾病是一种生化武器。 ,20191208-20200122,
"
GG__789",美国的乙流怎么解释 ,20191208-20200122,
"
菜满满同学",@是你的喜欢让我特别了 ,20191208-20200122,
"
晕哦也饿啊",麻烦先看看清楚，我说得是sars病毒，是非典时期非典那时候难道不是他们吃果子狸，然后果子狸吃蝙蝠带来的？？我说得不是冠状病毒 ,20191208-20200122,
"
Zationce",不信谣，不传谣，不造谣 ,20191208-20200122,
"
一一一一Isabel",可是万一 如果????有人故意从这种天然的病毒中制造适应于某些人类的呢！ ,20191208-20200122,
"
夏乂魚",天？！！！！ ,20191208-20200122,
"
夏乂魚",？？？？？？？？？？？？？？ ,20191208-20200122,
"
Mztc静临汐言",是啊，现在都知道原宿主是蝙蝠，但是不知道是怎么传播到人身上的，想到2017年美国科研人员在蝙蝠身上发现冠状病毒但当时是说不容易传播到人身上，和中东呼吸综合征有关，虽然原生宿主是蝙蝠，但怀疑是骆驼传染到人。 ,20191208-20200122,
"
我自清风妖娆",真有点怀疑是害人国的生化武器。 ,20191208-20200122,
"
可能回憶掉入了海",沙雕宿主和主动提取传播 矛盾吗…… ,20191208-20200122,
"
fucklife_sWonderland",咋的了 活的这么单纯真好。世界绝大多数都是黑暗，你看不到就觉得没有 ,20191208-20200122,
"
根号1123",一个憨批假消息，炸出一群憨批 ,20191208-20200122,
"
暴躁的小法师",@Ancky1985 ,20191208-20200122,
"
两行莓团",我不知道支持这种言论的人是真这么想还是拿钱办事或者为了争取减刑，但还是要说一句正是因为春节将近病毒爆发的可能性才更大 ,20191208-20200122,
"
Candy悻福继续",那些附和的人你们脑子里都是屎吗 ,20191208-20200122,
"
你今日司马了没",香港 台湾都是中国的 ,20191208-20200122,
"
晕哦也饿啊",我说得是原宿主是蝙蝠，并没有说是有人吃蝙蝠就染上病毒OK？ ,20191208-20200122,
"
晕哦也饿啊",怎么不说都是美国人的弄得 ,20191208-20200122,
"
晕哦也饿啊",非洲火山也是美国人弄得被 ,20191208-20200122,
"
晕哦也饿啊",那澳大利亚山火也是美国人做得呗 ,20191208-20200122,
"
中学教师矢的猛",一群啥b怕是高中生物都没学过吧 ,20191208-20200122,
"
我头像是我老婆大人",你真是特么的又蠢又坏 ,20191208-20200122,
"
Mztc静临汐言",这么说吧，如果不是军运会大量外籍人员来了之后出现的大规模突发性病毒感染，我可能也不会这么怀疑，和你一样认为就是自然界的报复。 ,20191208-20200122,
"
今天吃什么er",@新浪微博????建议封号 ,20191208-20200122,
"
晕哦也饿啊",而且生态平衡任何一个环节被破坏了，就会形成新的捕食链 ,20191208-20200122,
"
清清无色201811",敌人对我们使出的手段，用最大的恶意去揣度都不过分，因为只有你想不到的，没有别人做不出的！所以我们国人就不要各种区域性怨怼了，一起加油战胜它是当务之急！我在北京为武汉加油！为中国加油！ ,20191208-20200122,
"
晕哦也饿啊",所以就是说吃野味不是犯法的咯我也有看别的推送文啊人家文章里说得可是全球气候变暖非洲亚热带那边每年都要砍伐森林导致一些亚热带动物不得不转移地方寻找他们新的栖息地再加上全球气候变暖非洲火山喷发这一系列自然原因都是人类造成的你想说是美国弄得倒不如说人类自食恶果，因果报应天道轮回 ,20191208-20200122,
"
Mztc静临汐言",蝙蝠是自然宿主=人吃了蝙蝠染上病毒？这是病毒来源，又不是唯一的传播途径。另外吃野味必死吃野味必死吃野味必死 ,20191208-20200122,
"
Mztc静临汐言",你不知道70年前日本侵华731部队就干过这种事吗？而且我一直和我扯非典怎么怎么样，我这楼主要是对这次大规模突发性病毒感染事件的诸多巧合产生怀疑，非典是不是基因战你倒是去和南开大学艾跃进教授通灵聊啊。 ,20191208-20200122,
"
小灰2012",太邪乎了 ,20191208-20200122,
"
那一缕阳光_Y",蒽，挺邪乎 ,20191208-20200122,
"
积极向上懒羊羊",评论这么一堆慕洋犬呢?爱信不信，感觉找美爹去吧 ,20191208-20200122,
