名字,正文,时间,text_result
"
anybetterthing",就跟丙球一样的啊这个抗体也是球蛋白，更加专一的对抗这个病毒的球蛋白。 ,20200210-20200213,
"
云端梦遗",说了点实话 ,20200210-20200213,
"
Kkmarrier",因为没有扩散其他省份 ,20200210-20200213,
"
anybetterthing",国药好像真的搞出来了。 ,20200210-20200213,
"
晋宇晋琛",因为感染基数大呀 ,20200210-20200213,
"
蓓蓓小格调",一会一个说法 ,20200210-20200213,
"
HH-Looper",真想给“可防可控”一个大嘴巴子 ,20200210-20200213,
"
Alider_DC",你们看出来了那不算，我说了才算 ,20200210-20200213,
"
说的好但是关我叼事",大哥！！！！ ,20200210-20200213,
"
来一碗乌鱼饭_",看到这层忍不住笑了，对不起哈哈哈 ,20200210-20200213,
"
anybetterthing",我倒是接受。因为现在各地高速、铁道出入口还在测体温就让我觉得这个疫情绝对不乐观，根本还没控制住。 ,20200210-20200213,
"
取个名字你找不到我",你要看死亡率不是死亡人数 ,20200210-20200213,
"
围观群众666666",难，但状况肯定比现在会好很多很多 ,20200210-20200213,
"
不愿透露姓名的彭定康先生",当第一块骨牌倒下，后面要花百倍的努力才能阻止无限塌崩……… ,20200210-20200213,
"
Baby_Jo",可控可防，不认传人 ,20200210-20200213,
"
求求你滚出克",你脑子没问题吧？ ,20200210-20200213,
"
梦梦宝贝dream",唉，发展到今天，专家领导都说实话了，之前各种不靠谱的话 ,20200210-20200213,
"
一只可爱少女喵",救救河南的孩子吧17号开学诶#河南到底延迟开学吗？# ,20200210-20200213,
"
葫芦娃和他的爷爷",日尼玛????大哥说的好！ ,20200210-20200213,
"
取个名字你找不到我",交通便利不可同日而语了。 ,20200210-20200213,
"
没有可以取的微信名了",@刘强东 ,20200210-20200213,
"
CHJCO",@Chris_神清气爽在晚上 ,20200210-20200213,
"
杠-精-爸-爸",舅服你 ,20200210-20200213,
"
取个名字你找不到我",人心惶惶是因为文字带来的而且是人都有共情能力，难免不被主流媒体的语言给煽动，这边建议多科普医学知识。 ,20200210-20200213,
"
KAYO_LI",为什么SARS的死亡率更高？？新冠更低？？ ,20200210-20200213,
"
想你已很久_",其实优势还是有的 新冠很多是轻症 非典的治疗难度高 以当时的医疗手段并且是中国第一次接触冠状病毒完全没任何信息难度可想而知 新冠比非典传染性强 现在医学虽然对冠状病毒了解不是很深但是也不完全是手足无措 各种医疗手段支持很大缓解病情 死亡率病例归三点 一救治能力有限二炎症风暴三基本病累计 ,20200210-20200213,
"
Mr--1900",@幸福配角情感专线 @Chojoka @三楼是我 @平生未了 ？不是说只是传染性强 但毒性比sars弱吗 ,20200210-20200213,
"
Mylnend",老实人 ,20200210-20200213,
"
八代-",“有限人传人”????“人传人不强” ,20200210-20200213,
"
杨咩咩Victoria",临床医生说的很清楚，重症患者不光是呼吸衰竭，是全身多脏器衰竭。ECMO基本没效果。而且这个病毒转重症的比例非常高。所以一定一定一定要做好防护。 ,20200210-20200213,
"
吃香菜比赛冠军",拾人牙慧 ,20200210-20200213,
"
人工愚能",不是，科学进步了十几年了，你要还比非典慢，好意思？ ,20200210-20200213,
"
sawyer骚爷",总的来说就是比非典厉害？ ,20200210-20200213,
"
小小da59",希望能尽快研制出可控制病情发展的药物，哪怕只有辅助作用也行啊，这个病真是太折磨人了(竟然比非典还可怕)，(新肺)病人都是在痛苦中挣扎。唉...... ,20200210-20200213,
"
清癯的胖喵",加油??，一定会好起来的 ,20200210-20200213,
"
长青树6513323238",可怕 ,20200210-20200213,
"
空中一棵安静的树iKim",非典可是青壮年更致命。 ,20200210-20200213,
"
Cazecy",中国速度 ,20200210-20200213,
"
玩世不恭丿BUG",大哥 ,20200210-20200213,
"
Super-ZY98",刚报道就立马控制，就那几个人，挨个摸排调查有什么难的 ,20200210-20200213,
"
热心市民李宝库",哎 ,20200210-20200213,
"
老嘎白",可防可控的亲 直接无期徒刑 ,20200210-20200213,
"
滑稽的biubiubiu",我不能看了，明天看 ,20200210-20200213,
"
深巷的猫酱",@猫酱的小弟  ,20200210-20200213,
"
Dreamstarfly",这应该是真话了 ,20200210-20200213,
"
千峰27",世卫组织给它定的名字就是SARS-cov-2 ,20200210-20200213,
"
猴大宝",和这个没关系，只是说症状 ,20200210-20200213,
"
红糖凉粉不加芝麻",家里人说 北京当时是疫区 但是还是比较有秩序的 不像现在的武汉 感觉完全乱套了… ,20200210-20200213,
"
童龙110",经过被改良后的，新SARS病毒。 ,20200210-20200213,
"
千峰27",大哥最近坐火车的人少，生意冷清了很多，比较闲吧 ,20200210-20200213,
"
回憶都走了",它不是属于二级的吗？不是等级没有萨斯高吗？？怎么回事？？ ,20200210-20200213,
"
杠上牙套的欧萌萌",额，建议考古下当年广东sars的资料 ,20200210-20200213,
"
Kap丶li",为什么我一度怀疑病毒已经开始重组了。有没有实验室重新撒网测过核酸？ ,20200210-20200213,
"
艾神泣",。。 ,20200210-20200213,
"
烟火99011",难道病毒是人工合成的？ ,20200210-20200213,
"
Y情感心理咨询",今年很倒霉的，一个不愉快的春节。一个不愉快的情人节。心烦 ,20200210-20200213,
"
围观群众666666",很难，但肯定比现在的情况好很多 ,20200210-20200213,
"
关山若飞忆惊鸿",十四亿人都特么被控在家里不敢出门了  ,20200210-20200213,
"
南瓜大帝_",长江后浪推前浪，新冠更比萨斯强 ,20200210-20200213,
"
一路走来777",难治，那就让路给中医上 ,20200210-20200213,
"
南瓜大帝_",新冠病毒,20200210-20200213,
"
光学行业研究",中药吃到肾衰竭的你大概是不知道 ,20200210-20200213,
"
抬头望月怀远丶a",中国加油，中国绝不向他们低头。 哪怕付出一些东西。 也要自己渡过难关，不找事，不怕事。 中国加油，武汉加油 ,20200210-20200213,
"
驰川chi",这死的比非典更多 ,20200210-20200213,
"
追风少女crita",是一场持久的战斗 ,20200210-20200213,
"
那一抹是青春啊",实事求是的说，把事实说出来，我们能接受。求不要有任何的隐瞒了 ,20200210-20200213,
"
抬头望月怀远丶a",病毒背后肯定有黑手，可能国家知道， 但是被别的国家把治疗方法控制了。 另外，主席头发都白了，肯定有原因的。 ,20200210-20200213,
"
精力充沛的老武",对疫情的认知又进了一步。 ,20200210-20200213,
"
深圳梧桐山中医学堂梁老师",他这个说法不严谨，从病情发展过程来说，初期时候，比非典轻多了，还有那么久的潜伏期，不舒服的时间很长，才会转为危重症。非典就不同了，它一旦染上，两三天就可以高烧，然后就危重症，但是危重时期，进程没有那么快。他这个说法于危重症时期，速度比非典快。 ,20200210-20200213,
"
还是那个淡定洋",大哥！！！！ ,20200210-20200213,
"
公瑾的纶巾",SARS的死亡比例是多少？ ,20200210-20200213,
"
苏书本华",应该让说传染力不强的那个人出来 ,20200210-20200213,
"
一当一当",理性看待这次的病毒吧，毕竟是第一次出现，而且还不断变化，就连科学家也不完全了解它，希望能早日找到对付它的办法…… ,20200210-20200213,
"
你ge磨人的xiao妖精",所以这批人后遗症比非典还厉害？ ,20200210-20200213,
"
marsyjj",新型冠状病毒??非常狡猾非常坏！ ,20200210-20200213,
"
花朝一一",@鏍絲叨 ,20200210-20200213,
"
大芒果mango-",非典应该是 过了春运才严重的 ,20200210-20200213,
"
大芒果mango-",我记得是春季到夏季 才严重 ,20200210-20200213,
"
燕赵小放驴",那个憨比说的可防可控！！ ,20200210-20200213,
"
夏天夏天SSummer",@小晓时光 比非典还厉害 ,20200210-20200213,
"
空中一棵安静的树iKim",非典更可怕，因为致死率高。 ,20200210-20200213,
"
小小小小小宝力",可是治愈率也高，副作用现在看起来也没有那么大。 ,20200210-20200213,
"
努力健身的保洁小梅",这是已经是重症呼吸衰竭的基础上说的，但是很多被传染的人没转重症就好了，所以死亡率不高 ,20200210-20200213,
"
捷安特1969",大剂量用点维生素B1??????怎么样(维生素B1管神经传导) ,20200210-20200213,
"
_非是藉秋风",。。明天又会怎样啊。。 ,20200210-20200213,
"
努力健身的保洁小梅",就是转重症的概率可能比较低，但是重症转危重，危重死亡率就不低了。 ,20200210-20200213,
"
本牧云野山",你在秀@洛杉矶房东 ,20200210-20200213,
"
贾永方",为了提高抗疫效率，把被动变为主动，制定高效作战计划,20200210-20200213,
"
海面下的九十份",是因为你小屁孩不懂 ,20200210-20200213,
"
陈小黑--",希望没有后遗症。 ,20200210-20200213,
"
Super-ZY98",及时封城还不算迟，拖到过年才是最蠢的 ,20200210-20200213,
"
律师之疡",转发微博 ,20200210-20200213,
"
辰颐物语画梅醉雪",感谢点赞 ,20200210-20200213,
"
博宝丽设计工作室",一会说没非典病情严重，一会说比非典发展快的多…… ,20200210-20200213,
"
上了想象力的当_",@璇崽吖 感觉更可怕了 ,20200210-20200213,
"
小如子ZYR",早日攻破难关?? ,20200210-20200213,
"
柯本B",活捉大佬 ,20200210-20200213,
"
_非是藉秋风",听过来人讲非典，觉得很恐怖，没想到更恐怖的是这个 ,20200210-20200213,
"
白粥小笼包",请关注一下黑龙江吧鸡冠子都红了。医疗条件比不了关外的城市，近千名医护人员都去支援疫区了。国家有难，我们应该支援，但也请国家关注我们一下吧 ,20200210-20200213,
"
用户bb1rskze0r",治愈率好是因为好多没算进去 ,20200210-20200213,
"
xichw",清醒一点 已经说了比SARS毒 ,20200210-20200213,
"
mu睡不醒um",这根本就不是SARS的兄弟姐妹嘛 分明是SARS的爷爷辈儿 ,20200210-20200213,
"
阿辉呀晖",@阿晖呀辉 ,20200210-20200213,
"
scott_yhn",如果将前面未确诊死亡但未统计的加进来，死亡率也不低吧。 ,20200210-20200213,
"
红橙黄绿青蓝紫T",加油 ,20200210-20200213,
"
哥哥_吉凌飞",领导要求怎么说就怎么说，是这样吗？ ,20200210-20200213,
"
用户bb1rskze0r",也许你说的对。但是大家这时在慫政府，你没理解 ,20200210-20200213,
"
龙燮的苹果",意思是心脏不好的人容易没 ,20200210-20200213,
"
呜啦啦啦啦她是傲娇小仙女",但是之前媒体一直宣扬传染性强毒性弱…… ,20200210-20200213,
"
凑热闹_看稀奇",两个下课书记在的时候说的都是这个病传染性强，病毒性弱。。刚走就水落石出了。 ,20200210-20200213,
"
thorn__bird",这就是sars 2.0版本啊！终于有人说实话了。 ,20200210-20200213,
"
卓尔的发热儿",一切有良知的人，但不包括你 ,20200210-20200213,
"
余生的呐喊",唉 ,20200210-20200213,
"
嗅咻咻",很想知道得了这个病有后遗症么。呼吸衰竭，全身器官肯定也会有衰竭的现象。治愈后恢复会不会很慢呀 ,20200210-20200213,
"
呀比的口头禅",诊断流程过长，需要抓紧治疗 ,20200210-20200213,
"
宇超然",都还是乖乖听话，做好自己别乱跑。同舟共济疫情必灭平安得胜。 ,20200210-20200213,
"
是张不是粻",大哥来了 ,20200210-20200213,
"
SHIN_SHIRO",一直以为这个病毒只是传染性强但致命程度不如 SARS… 我记得以前官媒貌似也是这个说法叭？？？看来我认知错误了 ,20200210-20200213,
"
飞氘",今天还在楼下看见不戴口罩在外面遛弯的老头老太太…… ,20200210-20200213,
"
多打球少喝酒",管轶那时不被待见 ,20200210-20200213,
"
Angya-",我怀疑你是代驾大哥的 ,20200210-20200213,
"
gnailoaix2020",大约一星期前微信里就有童教授的新冠肺炎分析了，重症并不好治 ,20200210-20200213,
"
碧山锦树明秋霁",好多北漂是那时候回老家的，因为感觉自己??或者这个城市?? ,20200210-20200213,
"
aiws21",大家都来做个评估？估计什么时候能消灭病毒？ ,20200210-20200213,
"
是姜小喵本喵",准备战斗吧 ,20200210-20200213,
"
gnailoaix2020",一星期前就在微信里看到了童教授得文章，新冠重症还是很危险的，需要大量吸氧！ ,20200210-20200213,
"
啊89950",以前不是这样说的 ,20200210-20200213,
"
醉奶奶",改口了，毒力强于SARS，有创要关口前移。 ,20200210-20200213,
"
陌上尊",之前是谁说的这次远没有SARS严重？ ,20200210-20200213,
"
孤影与酒",大哥好 ,20200210-20200213,
"
超级丁医生",【#新冠肺炎比SARS病情进展更快#】中央指导组医疗救治组专家童朝晖,20200210-20200213,
"
嘉胤_紫",有排异的哥哥 ,20200210-20200213,
"
永冻豪宅",反正也有上一批背锅 ,20200210-20200213,
"
我要暴瘦我要戒烟",@我们都在等天晴 ,20200210-20200213,
"
MKingHu",早就知道了，对比03年的部署已经紧张不少，一开始还说没有SARS严重，都是骗人的 ,20200210-20200213,
"
微笑博客枪",目前的感染人数和死亡人数都远超非典，就这还没到拐点呢，当然起初与武汉疏于防范关系很大。 ,20200210-20200213,
"
儿科医生小平平",意思就是重症患者比SARS更严重。这病毒太可怕了，比SARS-CoV还要可怕,20200210-20200213,
"
喜歡獅子坤",做好防护 ,20200210-20200213,
"
台州东海哥",不用看稿了！ ,20200210-20200213,
"
暮念cco",大哥说的对 ,20200210-20200213,
"
蝶梦秋骊",广东人表示当年广东政府比现在武汉强多了，是因为早期及时隔离才制止的，其实SARS的传播性不必现在弱 ,20200210-20200213,
"
鱼山蚊",但我觉得说出可防可控的时候就已经迟了 ,20200210-20200213,
"
娜娜酱Amoy",呼吸衰竭是因为并发症，心肌炎了！！请尽快服用辅酶q10 ！！快扩散出去 ,20200210-20200213,
"
保持好心情会变欧",不不不，当时非典大家也是很怕，我妈说那时候外省回来的人都要在家隔离，饭都是靠别人送用篮子吊上去，非典福建只有几例，就这么严格了 ,20200210-20200213,
"
尘尘叫佳仪是个四不像",世卫组织把由新型冠状病毒引发的疾病命名为COVID-19，其中D代表disease，而不是pneumonia肺炎。说明其实这应该是一个非常综合性的病症，而不是单纯的“肺炎”。 ,20200210-20200213,
"
追风少女有米酱110",感觉这个传染性更强啊 ,20200210-20200213,
"
祥坤滤清器",以前的病毒都是小兵小虾，现在是团长旅长的也冲上来了，以后还会有将军大boss，要做好预案啊 ,20200210-20200213,
"
博微新0",转发微博 ,20200210-20200213,
"
青柚柚柚柚柚柚柚君",@YOUNG_-_ ,20200210-20200213,
"
·以太海·",快点过去吧???????????? ,20200210-20200213,
"
耶律努尔",那个怎么会是傻子？明明是贼！ ,20200210-20200213,
"
Local不local",到底是更严重还是不如sars严重，我怎么没看明白 ,20200210-20200213,
"
Silence星河",新冠病毒肺炎的进展如此之快，更需要更快的隔离，更强力的防控，更好的治疗，半个多月来，作为一个中国公民，看到了党中央的及时决策部署，看到了每个人民的自发居家隔离，也看到了各级政府的奋勇向前，虽然网上有很多负面新闻，也存在很多暴露出来的问题，但始终坚信人定胜天，伟大的中国人民一定能赢 ,20200210-20200213,
"
昆堃崑鲲锟",你们代表谁？ ,20200210-20200213,
"
健康平安开心到一百岁",临床医生说的很清楚，重症患者不光是呼吸衰竭，是全身多脏器衰竭。ECMO基本没效果。而且这个病毒转重症的比例非常高。所以一定一定一定要做好防护。 ,20200210-20200213,
"
梨锅浅笑魅玫瑰",非典主要在广东 北京地区????防控也比湖北强几百倍????武汉肺炎 全国波及 呢不严重吗 ,20200210-20200213,
"
欧大鹅",人家用了十多年进化，中国人一点长进没有 ,20200210-20200213,
"
支持真情实感",不一定呢，死亡率高不高，要看最后的结果，毕竟在医院治疗的还有那么多人.. ,20200210-20200213,
"
四月阿i",@A择优 ,20200210-20200213,
"
辰颐物语画梅醉雪",做好预防，别外面乱跑 ,20200210-20200213,
"
薛定谔他爷",要慢到什么时候 ,20200210-20200213,
"
琳琳小喵眯",哈哈哈 ,20200210-20200213,
"
金熊的小饼干",这些病毒的属性，本来就是在研究中不断发现新属性，所以不断变化很正常啊……我搞不懂你们在喷个什么鸡毛..钟老前几天也说的是致死率远远低于非典啊……无语...病理学研究是一蹴而就的吗？？？ ,20200210-20200213,
"
猴大宝",是比较奇怪，新冠感染的渗出没SARS和甲流那么明显却憋气明显，不知道为啥缺氧那么厉害，症状有点像HIV的卡氏肺孢子肺炎的表现。 ,20200210-20200213,
"
INSPURING",大哥住在微博了 ,20200210-20200213,
"
青春是一道明媚的忧伤95622",中国加油，武汉加油！ ,20200210-20200213,
"
噜噜啦啦Huiii",1.19 李刚还在说不太可能人传人…这位大哥是不是得跟他追究一下责任？ ,20200210-20200213,
"
武汉老刘201605",专家当初说没有发现人传人，这是重点！ ,20200210-20200213,
"
沙漠之舟6118513620",高！实在是高！ ,20200210-20200213,
"
支持真情实感",曾几何时，这句话应该要对人类说的，人类请对野生动物善良一点！（实话实说，并没有针对你的意思哈） ,20200210-20200213,
"
Slyvia19980928",之前不是说致死率不高……毒性没有SARS强……难道这玩意儿又进化了？？？ ,20200210-20200213,
"
我可以全部吃点吗",尼玛说的真好！ ,20200210-20200213,
"
噜噜啦啦Huiii",李刚出来受死吧 ,20200210-20200213,
"
Pocky金鹏",我们当地一老爷子 医院西医看病说肺癌晚期 让回家等日子吧????孩子都挺孝顺 就给他找了当地有名的老中医 他人刚一进来老中医就说 体虚身寒 你是肺有问题 之后给开了点方子 家人按方子抓药给老爷子煎服 没想到吃了中药老爷子的病情真好转了 呵！那老爷子现在可精神了，都活到250多岁了 你说中医神不神！ ,20200210-20200213,
"
文冤阁大学士","So finally, we have learned it to our unbearably bloody lessons that this is essentially SARS 2.0? ",20200210-20200213,
"
雨23276",病毒很厉害 很厉害 告诉大家一定要有足够的认识 ,20200210-20200213,
"
私享电影院",这个病毒的命名就是SARS-CoV-2啊，属于急性重症的一种！ ,20200210-20200213,
"
楚萍微客",转发微博 ,20200210-20200213,
"
Pocky金鹏",事情紧急成这样了，为什么不用中医，为什么？中医治愈率一定可以达到99.8%以上，而且毫无后遗症。请使用中医。 ,20200210-20200213,
"
SadWindSaidNon",那么说，怕是死亡率这次可能会高喽？ ,20200210-20200213,
"
肥嘟嘟左卫门与小新",非典也经历了春运，从11月份就开始了，新冠是12月份。 ,20200210-20200213,
"
Super-ZY98",专家是有锅，但是更大的错不还在那行武汉和湖北不作为的人身上？ ,20200210-20200213,
"
QQ0518",前面说死亡的是有基础病的，请问李文亮医生有正直壮年，何故会病亡？不抢救？不作为？有基础病？请细品 ,20200210-20200213,
"
Stella--晨",做好自身防护工作，多提醒老年人注意才能更好的保护自己和家人 ,20200210-20200213,
"
大芒果mango-",这次赶上春运！ ,20200210-20200213,
"
聆听-那-落寞",太他妈吓人了 ,20200210-20200213,
"
-介青-",这仗不好打，不能放松警惕，医护人员加油，全国人民加油，别指望病毒投降 ,20200210-20200213,
"
槑abandon",可查到，03年人口将近13亿，18年人口接近14亿。并没有差很多 ,20200210-20200213,
"
软萌兔糖兔熊",刚哥好 ,20200210-20200213,
"
LV囍寶歡慶福旺緣愛萌九LV",变异了？ ,20200210-20200213,
"
墨juick",2003年早就开始实行计划生育了，十几年来人口增加的不多。人口流动性增加的确实多 ,20200210-20200213,
"
佚名者12138",刚开始的确可防可控，但有人没当回事儿。 ,20200210-20200213,
"
被雷劈的胖纸",能接盘的就一定是好人喽。 ,20200210-20200213,
"
青空Sora影像",我们有领导大言不惭说这个就和流感差不多，真的应该让专家好好教育他一下 ,20200210-20200213,
"
东方电影传奇", //@Dangoinlove,20200210-20200213,
"
东阳客",这次是病毒的升级版，后面还有超级版，再到终极版人类也走到头了…… ,20200210-20200213,
"
滑滑蛋炒兔",但这次感染人数是非典的十倍啊 ,20200210-20200213,
"
Seven77yx",可不可以解决下老板姓口罩的问题????真的买不到啊 ,20200210-20200213,
"
拜拜了您嘞___123",早一个月 ,20200210-20200213,
"
很皮很皮皮卡丘的皮",就是说谎，那时候已经出现很多医护人员被感染了，医护人员没有直接去华南海鲜市场，所以是可以判断出人传人的 ,20200210-20200213,
"
慢三秒12345",感觉好吓人 ,20200210-20200213,
"
将离h",看了微博又开始害怕了?? ,20200210-20200213,
"
北京BBBBBoy",比例不同的好吗，现在的人口和17年前的一样吗 ,20200210-20200213,
"
白曰梦想家ZONALE",延禧宫略里的喜塔拉氏尔晴真的是狠的一匹 ,20200210-20200213,
"
慢三秒12345",心脏一直都不好，感觉如果自己感染了，估计没命了。明天开始复工，去重庆，小怕 ,20200210-20200213,
"
Stella--晨",是不是有心血管疾病的人在得病后受病毒的影响，会主导让其心血管疾病问题加重再受肺部呼吸问题让其问题更加复杂严重，那就重证病例难医治的原因？ ,20200210-20200213,
"
宁静的都城",专家是国家卫健委排过来的，国家卫健委是武汉卫健委上级部门。没有专家组，也就是上级的授权，武汉卫健委能乱报吗？ ,20200210-20200213,
"
尼羅河第一長河",病毒快走吧！ ,20200210-20200213,
"
MadWings900",希望早点战胜疫情，加油！ ,20200210-20200213,
"
小蔡15716699220",早点好起来 ,20200210-20200213,
"
成為黑暗中的光",大哥，您请坐 ,20200210-20200213,
"
小宇君xiaoyukun",已经改名了 病毒叫做SARS-Cov-2 ,20200210-20200213,
"
running小和尚",为啥他戴眼镜不起雾？ ,20200210-20200213,
"
隐藏在小兵中",是否比非典严重。致死率 。。 。 ,20200210-20200213,
"
艾彤爸爸",非典稀里糊涂过来了！那时也不刷微博！也没有智能手机！ ,20200210-20200213,
"
西安时尚周",希望大家千万不能放松警惕，正确看待此次疫情的严重性，认真防护，不可掉以轻心 ,20200210-20200213,
"
东雨905",中国????加油 ,20200210-20200213,
"
宁静的都城",12月31号武汉就通报不明肺炎，当天国家卫健委从北京派专家来武汉调查。依照传染病法，需要国家卫健委授权，武汉卫健委才能发布信息。国家卫健委是武汉卫健委的上级部门，这个锅第一批专家甩不掉。 ,20200210-20200213,
"
潮文圈",越来越严重了呗 ,20200210-20200213,
"
防毒中的东方树叶爱好者",转发微博 ,20200210-20200213,
"
-是腿毛阿姨-",我们都知道 ,20200210-20200213,
"
Kirito雄",他自己消失自己，缩头 ,20200210-20200213,
"
一个不太正经的trumpet",病毒在升级，我们的治疗手段在升级！！加油，医护工作者们是最棒哒 ,20200210-20200213,
"
汤圆元宵元宵汤圆",明白人。 ,20200210-20200213,
"
60后de杰吧",所以不是比SARS病毒不强，而是更易传染更难控制咯 ,20200210-20200213,
"
啾唧酥",那可能因为你们那不严重我小的时候还是很恐怖的 ,20200210-20200213,
"
kaji小半仙儿",我日还带攻击心脏的，那就算治好了后遗症也很严重吧 ,20200210-20200213,
"
mo油鸭",二者是不可兼容的 ,20200210-20200213,
"
今天也要学习了吗",是的 这次治愈率高也是因为医疗水平进步了 ,20200210-20200213,
"
mo油鸭",我是到钟南山说有限人传人以后，开始重视的 ,20200210-20200213,
"
一个PEOPLEman",人民需要希望，而不是每次都推迟解封。请每个做决定的领导，认真分析而不是湖北一拖再拖，时间是生命，是每个人的时间，而不是你们简简单单两三句就决定推迟的解封的新闻稿。请从实际出发给出解封的理论，或者从实际出发解决疫情，不是我们走一步看一步等待下一步的发展再推迟，人民需要希望。 ,20200210-20200213,
"
雪落无声_天高云淡",就是病毒升级成高阶的我们的防治手段退化到低阶了 ,20200210-20200213,
"
小秦娟子05429",当年身在环京小县城上学，北京那时候闹成那样，我们都不知道，只记得5月份学校突然放假，还特别高兴，然后就是在家里各种玩，等着开学。大人也只是只从电视上知道相关信息，电视说什么就是什么。 ,20200210-20200213,
"
Expectopatronm33",病毒升级了，需要严加防护 ,20200210-20200213,
"
灯笼旺夜行人",终于不怕恐慌了，也终于说实话了，当大家都心知肚明了才说，在防治上意义很不一样。 ,20200210-20200213,
"
高兴奥特曼",他说的是这一类病人，还有很多是轻症 ,20200210-20200213,
"
Super-ZY98",武汉卫健委在12.31发出的通报里就提出了未发现人传人现象 ,20200210-20200213,
"
半糖驴酱",但是看这个专家说法是 身体器官比非典衰落更快 看这句话是 更厉害的意思啊 ,20200210-20200213,
"
孟元君",我们大连一口气去了500名医护人员，倾其所有了，雷神山医院都快被我们包了，这么英雄的事情居然连个热搜都上不了么？ ,20200210-20200213,
"
三只家的媛媛子",我们必胜！ ,20200210-20200213,
"
宅囧宅囧",开始医护人员感染都不算的，本来就是春节人员流动大，后面只有定点医院收发热病人，那些病人没地医就到处跑医院能不快吗。。 ,20200210-20200213,
"
zybwxkn",其实是重症率不高，但是一旦是重症，救治起来就很困难 ,20200210-20200213,
"
二零顺顺",您这……太慢了吧 ,20200210-20200213,
"
一份肉",哈哈 太逗了你说话 ,20200210-20200213,
"
浅薄373",如果微信没有备份的话卸载了，是不是就无法恢复聊天记录了呀？??????请问，有了解的吗 ,20200210-20200213,
"
偷偷西瓜",其实之前没有必要强调新冠肺炎是自限性疾病。说麻疹、天花是自限性疾病本身也无可厚非，因为除了HIV之类的疾病以外，大部分病毒性疾病都有自限性。现在看来新冠肺炎应该说是一种很严重的疾病。我觉得应该是这样一种状态,20200210-20200213,
"
BlingBling的小晶晶",电影里面是很多是这么放的 但是现实如果真这么容易就好了 ,20200210-20200213,
"
理想能源网",真的是慢慢渗透给大家 ,20200210-20200213,
"
再相遇一次吧",您住这吧 ,20200210-20200213,
"
卡兹卡兹biu",这病毒太强大了吧？这是SARS回去打怪升级了吧？ ,20200210-20200213,
"
蓝色海域VS奋斗",我的记忆中当年没有这么严重，至少学生没停课，也没有导致那么多企业停工，各大商场门店都关门。 ,20200210-20200213,
"
新佑卫门polo",感觉慢慢给大家交底了 ,20200210-20200213,
"
骑着皮牙子的小马驹",李文亮医生最后会不了了之吗？ ,20200210-20200213,
"
Albus-xs",1.与非典相比，呼吸衰竭进展更快；2.出现心肌损害（肌钙蛋白升高）的比例较高，需严密监测生命体征；3.有创呼吸支持关口前移，积极开展机械通气、人工膜肺支持。 ,20200210-20200213,
"
爱瑞思拜",反差太大，一个天一个地，谁都接受不了，中间过渡都没有 ,20200210-20200213,
"
永远的11号",话里少了很多定语 ,20200210-20200213,
"
笑红尘200201",高福去哪了？ ,20200210-20200213,
"
鹤田梨乃",抗体对于另一个个体来说是另一种抗原，进去身体本能排异根本不一定能发生作用。而且这只是当中一个原因，全国专家都在努力，如果真的就是说说这么简单早就被控制了。 ,20200210-20200213,
"
南海的小圈圈",赞同，问题主要出在不防不控，新病毒认定标准现在才定下来，等都研究清楚，时机早过了 ,20200210-20200213,
"
公考小神通",没有人传人是国家卫健委第一批专家组定的调 ,20200210-20200213,
"
今天开始欧神",为什么评论里一直在质疑可防可控这几个字呢？疫情发展的这么大，是人家“可防可控”的锅吗本来就是可防可控的，除湖北外好多省的情况都渐渐控制住了，如果真的不可防不可控，说难听点，大家都不用做啥了，直接等着被传染吧。 ,20200210-20200213,
"
阿祺阿琪",死亡率还不好说低不低，因为两到三周才会进展到重症，现在时间还没到 ,20200210-20200213,
"
摇滚茶人",之前说扩散性强，但是毒性不强，致死率也低，这下… ,20200210-20200213,
"
苏·摹",不说真话的时候，没一个能够相信，说真话时，没一个人能接受，这是当今社会最大的矛盾。 ,20200210-20200213,
"
懒猫族人DAYTOY",我今天看到国外一个航空公司通知，由于中国武汉发现不明原因肺炎，然后采取什么措施，落款是1月2日。为什么我们明明已经照会国外了，就不能知会一下国内公民？引起大家重视，也不至于到现在这么多人投入危险救援中。开始说可防可控，打脸，然后说比SARS轻，又打脸。 ,20200210-20200213,
"
说说说说说个够",害怕。。。。 ,20200210-20200213,
"
Heureuxcl",如果再有人买卖野生动物 直接就地枪毙吧 ,20200210-20200213,
"
面对疾风吧SR",SARS-CoV-2，相当于SARS的2.0版本吧 ,20200210-20200213,
"
北岛哥哥",建议全国人大修改《刑法》、《传染病防治法》相关条文，对严重失职渎职、导致传染病传播或者流行、情节特别严重、给国家和人民造成巨大危害的，大幅度提高量刑标准。 ,20200210-20200213,
"
Super-ZY98",没有人传人的是武汉卫健委 ,20200210-20200213,
"
南海的小圈圈",看今天报道核酸检测也不准，所以存在误判的可能 ,20200210-20200213,
"
上校多多",一定要防感染！一定要防感染！一定要防感染！ ,20200210-20200213,
"
唯战维战",其实，我们都看出来了 ,20200210-20200213,
"
她说雨打梨花深闭门",铁哥你来了 ,20200210-20200213,
"
沈阳房产站",#抗疫行动# #战疫打卡行动# ,20200210-20200213,
"
晨风502wh",为什么攻击心脏？ ,20200210-20200213,
"
哼哼珩珩横",我觉得可能也跟现在医疗水平提高进步有关系，当年没有什么好方法只能用激素，但是现在有了更多的治疗方案。 ,20200210-20200213,
